pm2.5,pm10,temperature,humidity,date,time,building
49,74.3,20.01449607,52.57190814,2015-03-03,10:00:00,Stokes
49.2,74.7,20.00114443,52.60395209,2015-03-04,10:00:00,Stokes
48.8,73.6,19.98779278,52.54901961,2015-03-05,10:00:00,Stokes
48.6,73.6,19.98779278,52.48187991,2015-03-06,10:00:00,Stokes
48.5,73.4,19.98779278,52.48187991,2015-03-07,10:00:00,Stokes
48.6,72.8,19.97444114,52.44525826,2015-03-08,10:00:00,Stokes
48.5,72.8,19.92904555,52.43152514,2015-03-09,10:00:00,Stokes
48.6,73.6,19.95841917,52.45746548,2015-03-10,10:00:00,Stokes
48.4,73.1,19.94239719,52.5413901,2015-03-11,10:00:00,Stokes
48.5,73,19.92904555,52.53070878,2015-03-12,10:00:00,Stokes
48.6,73.5,19.91302358,52.62684062,2015-03-13,10:00:00,Stokes
48.8,73.4,19.89967193,52.62378882,2015-03-14,10:00:00,Stokes
48.8,73.4,19.89967193,52.6131075,2015-03-15,10:00:00,Stokes
48.8,73.8,19.88632029,52.6131075,2015-03-16,10:00:00,Stokes
48.7,73.2,19.89967193,52.53681239,2015-03-17,10:00:00,Stokes
48.9,74.2,19.87296864,52.48950942,2015-03-18,10:00:00,Stokes
49.1,73.2,19.84359503,52.35370413,2015-03-19,10:00:00,Stokes
49.2,73.5,19.85694667,52.21484703,2015-03-20,10:00:00,Stokes
49.3,73.9,19.83024338,52.08209354,2015-03-21,10:00:00,Stokes
49.8,74.4,19.84359503,51.96307317,2015-03-22,10:00:00,Stokes
49.9,74.6,19.83024338,51.89593347,2015-03-23,10:00:00,Stokes
50.2,75.6,19.81422141,51.78454261,2015-03-24,10:00:00,Stokes
50.6,75.6,19.80086976,51.65331502,2015-03-25,10:00:00,Stokes
50.7,76.2,19.78751812,51.55107958,2015-03-26,10:00:00,Stokes
50.7,74.8,19.78751812,51.44579232,2015-03-27,10:00:00,Stokes
50.8,74.9,19.80086976,51.42290379,2015-03-28,10:00:00,Stokes
50.7,74.9,19.77416648,51.38323033,2015-03-29,10:00:00,Stokes
50.7,75,19.74479286,51.36797131,2015-03-30,10:00:00,Stokes
50.9,74,19.74479286,51.34508278,2015-03-31,10:00:00,Stokes
51.1,74.4,19.77416648,51.34966049,2015-04-01,10:00:00,Stokes
51.1,74.5,19.73144121,51.30846113,2015-04-02,10:00:00,Stokes
50.9,73.9,19.74479286,51.36797131,2015-04-03,10:00:00,Stokes
51.4,75.3,19.74479286,51.27336538,2015-04-04,10:00:00,Stokes
52,76.2,19.71541924,51.30540932,2015-04-05,10:00:00,Stokes
52.4,76.9,19.71541924,51.31914244,2015-04-06,10:00:00,Stokes
52.4,77.6,19.7020676,51.38628214,2015-04-07,10:00:00,Stokes
52.6,78.5,19.68871595,51.44274052,2015-04-08,10:00:00,Stokes
52.7,78.6,19.7020676,51.57396811,2015-04-09,10:00:00,Stokes
53.1,80,19.65934234,51.62432288,2015-04-10,10:00:00,Stokes
52.9,80.2,19.65934234,51.73418784,2015-04-11,10:00:00,Stokes
52.9,79.4,19.63263905,51.81658656,2015-04-12,10:00:00,Stokes
53.2,80.4,19.65934234,51.88525216,2015-04-13,10:00:00,Stokes
53.7,80.8,19.64599069,51.94934005,2015-04-14,10:00:00,Stokes
53.7,80.6,19.6192874,52.04242008,2015-04-15,10:00:00,Stokes
54,81.6,19.63263905,52.11108568,2015-04-16,10:00:00,Stokes
53.8,80,19.6192874,52.18432898,2015-04-17,10:00:00,Stokes
54,80.7,19.6192874,52.30640116,2015-04-18,10:00:00,Stokes
54.4,81.8,19.60326543,52.37048905,2015-04-19,10:00:00,Stokes
54.7,82.1,19.60326543,52.44525826,2015-04-20,10:00:00,Stokes
54.5,82.8,19.58991379,52.48645762,2015-04-21,10:00:00,Stokes
54.2,83,19.57656214,52.55054551,2015-04-22,10:00:00,Stokes
53.9,81.9,19.57656214,52.67261769,2015-04-23,10:00:00,Stokes
54.1,82.4,19.57656214,52.70466163,2015-04-24,10:00:00,Stokes
54.4,83,19.56054017,52.78858625,2015-04-25,10:00:00,Stokes
54.3,83.7,19.56054017,52.83436332,2015-04-26,10:00:00,Stokes
54.7,83.5,19.54718853,52.92896925,2015-04-27,10:00:00,Stokes
54.8,83.8,19.53383688,52.94880598,2015-04-28,10:00:00,Stokes
54.7,83.3,19.52048524,52.97016861,2015-04-29,10:00:00,Stokes
54.7,83.7,19.50446326,52.8923476,2015-04-30,10:00:00,Stokes
54.8,85.1,19.50446326,52.83741512,2015-05-01,10:00:00,Stokes
55.1,86.4,19.52048524,52.79621576,2015-05-02,10:00:00,Stokes
55.3,86.8,19.49111162,52.71534295,2015-05-03,10:00:00,Stokes
55.2,85.8,19.49111162,52.62836652,2015-05-04,10:00:00,Stokes
55.3,86.3,19.47775998,52.55970092,2015-05-05,10:00:00,Stokes
55.6,86.3,19.47775998,52.46356909,2015-05-06,10:00:00,Stokes
55.9,85.5,19.44838636,52.35217823,2015-05-07,10:00:00,Stokes
55.9,85.1,19.44838636,52.2652018,2015-05-08,10:00:00,Stokes
55.9,84.5,19.461738,52.16601816,2015-05-09,10:00:00,Stokes
55.7,83.3,19.44838636,52.13397421,2015-05-10,10:00:00,Stokes
55.5,82.5,19.43503471,52.09735256,2015-05-11,10:00:00,Stokes
55.2,81.7,19.44838636,52.06836042,2015-05-12,10:00:00,Stokes
54.9,82.4,19.44838636,52.16449226,2015-05-13,10:00:00,Stokes
54.7,82.8,19.42168307,52.26062409,2015-05-14,10:00:00,Stokes
54.8,82.7,19.4056611,52.35675593,2015-05-15,10:00:00,Stokes
54.6,82.8,19.39230945,52.45288777,2015-05-16,10:00:00,Stokes
54.9,82.6,19.4056611,52.44373236,2015-05-17,10:00:00,Stokes
54.8,82.1,19.42168307,52.50019074,2015-05-18,10:00:00,Stokes
54,80.7,19.39230945,52.53986419,2015-05-19,10:00:00,Stokes
53.7,80,19.37895781,52.52765698,2015-05-20,10:00:00,Stokes
53.7,80,19.34958419,52.48035401,2015-05-21,10:00:00,Stokes
54,80,19.37895781,52.4727245,2015-05-22,10:00:00,Stokes
54.2,80.2,19.37895781,52.42694743,2015-05-23,10:00:00,Stokes
54.1,80,19.36560616,52.38422217,2015-05-24,10:00:00,Stokes
53.9,78.8,19.36560616,52.4040589,2015-05-25,10:00:00,Stokes
54.2,79.7,19.36560616,52.4711986,2015-05-26,10:00:00,Stokes
54.2,79.6,19.37895781,52.45288777,2015-05-27,10:00:00,Stokes
54.5,80.7,19.34958419,52.52307927,2015-05-28,10:00:00,Stokes
54.6,81.5,19.3228809,52.59632258,2015-05-29,10:00:00,Stokes
54.8,81.7,19.33623255,52.67414359,2015-05-30,10:00:00,Stokes
55,81.2,19.30685893,52.71534295,2015-05-31,10:00:00,Stokes
54.9,80.3,19.30685893,52.79163806,2015-06-01,10:00:00,Stokes
55,79.9,19.3228809,52.88014038,2015-06-02,10:00:00,Stokes
55.1,80,19.30685893,52.98847944,2015-06-03,10:00:00,Stokes
55.2,78.8,19.30685893,53.07545586,2015-06-04,10:00:00,Stokes
54.7,78.2,19.30685893,53.15938048,2015-06-05,10:00:00,Stokes
54.7,78.6,19.28015564,53.26466773,2015-06-06,10:00:00,Stokes
54.7,78.7,19.29350729,53.33333333,2015-06-07,10:00:00,Stokes
55,79.1,19.29350729,53.36537728,2015-06-08,10:00:00,Stokes
55.3,79.6,19.29350729,53.40047303,2015-06-09,10:00:00,Stokes
56,80.7,19.28015564,53.40657664,2015-06-10,10:00:00,Stokes
56.5,81.5,19.266804,53.4508278,2015-06-11,10:00:00,Stokes
56.5,80.6,19.28015564,53.46150912,2015-06-12,10:00:00,Stokes
56.4,79.4,19.28015564,53.48439765,2015-06-13,10:00:00,Stokes
56.3,79.5,19.266804,53.48439765,2015-06-14,10:00:00,Stokes
55.8,78.4,19.25078202,53.54695964,2015-06-15,10:00:00,Stokes
55.7,78.8,19.22407874,53.60799573,2015-06-16,10:00:00,Stokes
55.5,79.1,19.23743038,53.66598001,2015-06-17,10:00:00,Stokes
55.9,79.4,19.23743038,53.70717937,2015-06-18,10:00:00,Stokes
56,79.7,19.25078202,53.78500038,2015-06-19,10:00:00,Stokes
56,79.1,19.22407874,53.85976959,2015-06-20,10:00:00,Stokes
56,79.7,19.22407874,53.91470207,2015-06-21,10:00:00,Stokes
56.2,79.8,19.20805676,54.009308,2015-06-22,10:00:00,Stokes
56.2,80.2,19.22407874,54.13290608,2015-06-23,10:00:00,Stokes
56.1,80.3,19.23743038,54.18783856,2015-06-24,10:00:00,Stokes
55.9,79,19.18135348,54.18936446,2015-06-25,10:00:00,Stokes
55.8,79.6,19.20805676,54.28091859,2015-06-26,10:00:00,Stokes
55.5,78.3,19.20805676,54.27176318,2015-06-27,10:00:00,Stokes
55.4,77.5,19.20805676,54.34805829,2015-06-28,10:00:00,Stokes
55,77.6,19.18135348,54.3541619,2015-06-29,10:00:00,Stokes
54.9,77.4,19.20805676,54.40299077,2015-06-30,10:00:00,Stokes
54.9,76.9,19.19470512,54.39993896,2015-07-01,10:00:00,Stokes
54.9,77.4,19.18135348,54.42130159,2015-07-02,10:00:00,Stokes
54.9,77.7,19.1653315,54.43961242,2015-07-03,10:00:00,Stokes
54.9,77.8,19.1653315,54.39841306,2015-07-04,10:00:00,Stokes
55.3,79.1,19.1653315,54.40756847,2015-07-05,10:00:00,Stokes
55.2,78.6,19.1653315,54.40756847,2015-07-06,10:00:00,Stokes
55.1,77.9,19.1653315,54.38467994,2015-07-07,10:00:00,Stokes
54.8,78.3,19.14930953,54.37247272,2015-07-08,10:00:00,Stokes
54.8,79,19.13595789,54.32669566,2015-07-09,10:00:00,Stokes
54.5,78.3,19.12260624,54.32516976,2015-07-10,10:00:00,Stokes
54.6,78.5,19.14930953,54.36179141,2015-07-11,10:00:00,Stokes
54.5,79,19.13595789,54.3587396,2015-07-12,10:00:00,Stokes
54.6,80.2,19.12260624,54.39993896,2015-07-13,10:00:00,Stokes
54.9,80.6,19.12260624,54.43503471,2015-07-14,10:00:00,Stokes
55.6,81.4,19.13595789,54.48081178,2015-07-15,10:00:00,Stokes
55.7,82.1,19.12260624,54.53269245,2015-07-16,10:00:00,Stokes
55.8,81.5,19.10658427,54.55405509,2015-07-17,10:00:00,Stokes
56.1,81.9,19.10658427,54.5647364,2015-07-18,10:00:00,Stokes
56.5,82.6,19.12260624,54.61966888,2015-07-19,10:00:00,Stokes
56.4,82.3,19.12260624,54.61966888,2015-07-20,10:00:00,Stokes
56.7,81.8,19.10658427,54.65018692,2015-07-21,10:00:00,Stokes
56.5,81.3,19.10658427,54.67307546,2015-07-22,10:00:00,Stokes
56.5,80.8,19.10658427,54.73716335,2015-07-23,10:00:00,Stokes
56.7,81.5,19.09323262,54.73411154,2015-07-24,10:00:00,Stokes
57.3,81.8,19.09323262,54.80125124,2015-07-25,10:00:00,Stokes
57.4,81.7,19.10658427,54.82413977,2015-07-26,10:00:00,Stokes
57.6,82,19.06652934,54.87449454,2015-07-27,10:00:00,Stokes
57.9,83.3,19.09323262,54.89890898,2015-07-28,10:00:00,Stokes
58.2,82.7,19.07988098,54.96299687,2015-07-29,10:00:00,Stokes
58.3,82.1,19.07988098,55.00724804,2015-07-30,10:00:00,Stokes
58.1,81.7,19.07988098,55.01792935,2015-07-31,10:00:00,Stokes
58.2,81.1,19.06652934,55.07133593,2015-08-01,10:00:00,Stokes
58.3,81.5,19.07988098,55.11406119,2015-08-02,10:00:00,Stokes
58.3,81.2,19.09323262,55.15983825,2015-08-03,10:00:00,Stokes
57.9,79.9,19.06652934,55.20103761,2015-08-04,10:00:00,Stokes
57.9,80.2,19.07988098,55.23613336,2015-08-05,10:00:00,Stokes
57.9,80,19.06652934,55.30022126,2015-08-06,10:00:00,Stokes
58,79.8,19.05050736,55.3292134,2015-08-07,10:00:00,Stokes
57.8,78.7,19.09323262,55.4009308,2015-08-08,10:00:00,Stokes
57.7,78.9,19.06652934,55.45128557,2015-08-09,10:00:00,Stokes
57.9,79.8,19.05050736,55.50316625,2015-08-10,10:00:00,Stokes
57.8,78.9,19.05050736,55.46044099,2015-08-11,10:00:00,Stokes
57.7,78.3,19.06652934,55.48485542,2015-08-12,10:00:00,Stokes
57.8,78.2,19.03715572,55.43450065,2015-08-13,10:00:00,Stokes
57.4,77.7,19.06652934,55.41924163,2015-08-14,10:00:00,Stokes
57.2,77.3,19.05050736,55.39330129,2015-08-15,10:00:00,Stokes
57.2,78,19.02380407,55.4024567,2015-08-16,10:00:00,Stokes
56.9,78,19.02380407,55.39177539,2015-08-17,10:00:00,Stokes
56.7,77.2,19.03715572,55.35973144,2015-08-18,10:00:00,Stokes
56.4,77.8,19.02380407,55.34752422,2015-08-19,10:00:00,Stokes
55.8,77,19.03715572,55.39330129,2015-08-20,10:00:00,Stokes
55.8,77.5,19.05050736,55.34142061,2015-08-21,10:00:00,Stokes
55.9,77.6,19.03715572,55.41466392,2015-08-22,10:00:00,Stokes
56.2,78.7,19.02380407,55.34752422,2015-08-23,10:00:00,Stokes
55.6,78.7,19.03715572,55.40550851,2015-08-24,10:00:00,Stokes
55.3,78.7,18.99443046,55.42076753,2015-08-25,10:00:00,Stokes
55.4,79.3,19.02380407,55.44670787,2015-08-26,10:00:00,Stokes
55.5,79.2,19.02380407,55.43450065,2015-08-27,10:00:00,Stokes
55.6,79.6,19.01045243,55.49858854,2015-08-28,10:00:00,Stokes
55.5,80.3,18.99443046,55.538262,2015-08-29,10:00:00,Stokes
55.4,80.7,19.01045243,55.61760891,2015-08-30,10:00:00,Stokes
55.2,81.6,18.99443046,55.67101549,2015-08-31,10:00:00,Stokes
54.9,81.7,19.01045243,55.71679255,2015-09-01,10:00:00,Stokes
54.8,81.7,18.99443046,55.73510338,2015-09-02,10:00:00,Stokes
55,82,18.99443046,55.84496834,2015-09-03,10:00:00,Stokes
55.4,82.5,18.99443046,55.92278935,2015-09-04,10:00:00,Stokes
55.3,82.2,19.01045243,55.92431525,2015-09-05,10:00:00,Stokes
55.1,82.7,18.99443046,55.98687724,2015-09-06,10:00:00,Stokes
55.3,82.6,18.99443046,56.01892119,2015-09-07,10:00:00,Stokes
55.1,81.7,18.98107881,56.07080186,2015-09-08,10:00:00,Stokes
55.3,81.7,18.98107881,56.07080186,2015-09-09,10:00:00,Stokes
55.1,81.1,18.99443046,56.0296025,2015-09-10,10:00:00,Stokes
55,81.4,18.99443046,56.07385367,2015-09-11,10:00:00,Stokes
54.9,81.3,18.99443046,56.0296025,2015-09-12,10:00:00,Stokes
54.9,82.6,19.01045243,56.03265431,2015-09-13,10:00:00,Stokes
54.9,83.2,18.98107881,55.95025559,2015-09-14,10:00:00,Stokes
54.5,82.5,18.99443046,55.97467002,2015-09-15,10:00:00,Stokes
54.7,81.4,18.98107881,55.96398871,2015-09-16,10:00:00,Stokes
54.7,81.8,18.96772717,55.93804837,2015-09-17,10:00:00,Stokes
54.4,81.8,18.96772717,55.91821164,2015-09-18,10:00:00,Stokes
54.1,80.4,18.98107881,55.90905623,2015-09-19,10:00:00,Stokes
53.9,80.2,18.98107881,55.8220798,2015-09-20,10:00:00,Stokes
53.2,79.4,18.9517052,55.7503624,2015-09-21,10:00:00,Stokes
52.8,78.7,18.98107881,55.62523842,2015-09-22,10:00:00,Stokes
52.5,78.1,18.96772717,55.4711223,2015-09-23,10:00:00,Stokes
52,76.8,18.93835355,55.37956817,2015-09-24,10:00:00,Stokes
52.3,76.1,18.93835355,55.26970321,2015-09-25,10:00:00,Stokes
52.1,75.3,18.96772717,55.13237201,2015-09-26,10:00:00,Stokes
51.7,74.9,18.93835355,55.11711299,2015-09-27,10:00:00,Stokes
51.1,74.3,18.92500191,55.09422446,2015-09-28,10:00:00,Stokes
50.2,74.1,18.93835355,55.09575036,2015-09-29,10:00:00,Stokes
50.2,75.4,18.92500191,55.09422446,2015-09-30,10:00:00,Stokes
49.9,74.7,18.93835355,55.16289006,2015-10-01,10:00:00,Stokes
49.6,74.7,18.93835355,55.18272679,2015-10-02,10:00:00,Stokes
49.2,74.2,18.92500191,55.22697795,2015-10-03,10:00:00,Stokes
49.1,74.8,18.91165026,55.25597009,2015-10-04,10:00:00,Stokes
48.8,74.4,18.9517052,55.28343633,2015-10-05,10:00:00,Stokes
48.8,74,18.92500191,55.30174716,2015-10-06,10:00:00,Stokes
48.8,72.6,18.93835355,55.28343633,2015-10-07,10:00:00,Stokes
48.9,72.1,18.93835355,55.26970321,2015-10-08,10:00:00,Stokes
49.2,72.5,18.92500191,55.28191043,2015-10-09,10:00:00,Stokes
49.2,72.8,18.92500191,55.29106584,2015-10-10,10:00:00,Stokes
49.2,72.5,18.91165026,55.26817731,2015-10-11,10:00:00,Stokes
49.3,72,18.93835355,55.29259174,2015-10-12,10:00:00,Stokes
49.1,72.2,18.91165026,55.25597009,2015-10-13,10:00:00,Stokes
49.9,72.6,18.91165026,55.20103761,2015-10-14,10:00:00,Stokes
50.5,73.1,18.91165026,55.09422446,2015-10-15,10:00:00,Stokes
50.6,73.8,18.88227665,55.03471427,2015-10-16,10:00:00,Stokes
50.7,74.4,18.91165026,55.03013657,2015-10-17,10:00:00,Stokes
51.1,75.3,18.89562829,55.00267033,2015-10-18,10:00:00,Stokes
50.6,75.1,18.89562829,54.92637522,2015-10-19,10:00:00,Stokes
50.7,75.2,18.91165026,54.9843595,2015-10-20,10:00:00,Stokes
51.1,76,18.89562829,54.90653849,2015-10-21,10:00:00,Stokes
51.5,76.6,18.89562829,54.7753109,2015-10-22,10:00:00,Stokes
52.2,76.9,18.88227665,54.6318761,2015-10-23,10:00:00,Stokes
52.1,75.5,18.88227665,54.43656062,2015-10-24,10:00:00,Stokes
52.5,75.9,18.89562829,54.26260777,2015-10-25,10:00:00,Stokes
52.4,76.4,18.88227665,54.12985428,2015-10-26,10:00:00,Stokes
52.8,77.5,18.868925,53.93301289,2015-10-27,10:00:00,Stokes
53,77.3,18.88227665,53.83688106,2015-10-28,10:00:00,Stokes
53.2,78.8,18.88227665,53.73922332,2015-10-29,10:00:00,Stokes
53.3,78.9,18.85290303,53.59426261,2015-10-30,10:00:00,Stokes
53.3,78.1,18.83955138,53.50576028,2015-10-31,10:00:00,Stokes
53.4,78.6,18.85290303,53.4523537,2015-11-01,10:00:00,Stokes
53.5,78.6,18.868925,53.38826581,2015-11-02,10:00:00,Stokes
53.7,79.1,18.85290303,53.34554055,2015-11-03,10:00:00,Stokes
53.6,80.7,18.85290303,53.27840085,2015-11-04,10:00:00,Stokes
53.5,81,18.868925,53.24635691,2015-11-05,10:00:00,Stokes
53.8,81.2,18.83955138,53.22346838,2015-11-06,10:00:00,Stokes
54.1,81.5,18.82619974,53.25398642,2015-11-07,10:00:00,Stokes
53.9,81,18.82619974,53.25398642,2015-11-08,10:00:00,Stokes
54,81,18.82619974,53.27687495,2015-11-09,10:00:00,Stokes
54.2,81.3,18.82619974,53.34096284,2015-11-10,10:00:00,Stokes
54.2,81,18.82619974,53.36385138,2015-11-11,10:00:00,Stokes
54.6,81.3,18.82619974,53.39589532,2015-11-12,10:00:00,Stokes
55,82.7,18.82619974,53.39589532,2015-11-13,10:00:00,Stokes
55.3,83.6,18.82619974,53.39589532,2015-11-14,10:00:00,Stokes
55.6,84.6,18.79682612,53.46913863,2015-11-15,10:00:00,Stokes
55.6,85,18.82619974,53.45998322,2015-11-16,10:00:00,Stokes
56,85.1,18.8128481,53.447776,2015-11-17,10:00:00,Stokes
56.1,85,18.8128481,53.52407111,2015-11-18,10:00:00,Stokes
56.3,84.7,18.8128481,53.55764096,2015-11-19,10:00:00,Stokes
56.2,83.7,18.8128481,53.59884031,2015-11-20,10:00:00,Stokes
56.3,83.5,18.78347448,53.62935836,2015-11-21,10:00:00,Stokes
56.4,83.1,18.79682612,53.67513542,2015-11-22,10:00:00,Stokes
56.3,82.1,18.77012284,53.74837873,2015-11-23,10:00:00,Stokes
56.6,83.4,18.78347448,53.77126726,2015-11-24,10:00:00,Stokes
56.7,83.1,18.79682612,53.79415579,2015-11-25,10:00:00,Stokes
56.8,84.3,18.77012284,53.83230335,2015-11-26,10:00:00,Stokes
57,84.1,18.77012284,53.83230335,2015-11-27,10:00:00,Stokes
56.9,83.9,18.77012284,53.89944305,2015-11-28,10:00:00,Stokes
56.7,83.2,18.78347448,53.97726406,2015-11-29,10:00:00,Stokes
56.7,84,18.78347448,54.05508507,2015-11-30,10:00:00,Stokes
56.9,83.4,18.74074922,54.10238804,2015-12-01,10:00:00,Stokes
56.9,83.1,18.77012284,54.19241627,2015-12-02,10:00:00,Stokes
56.6,81.9,18.75410086,54.32211795,2015-12-03,10:00:00,Stokes
56.3,81.4,18.77012284,54.45487144,2015-12-04,10:00:00,Stokes
56.5,82,18.79682612,54.54489967,2015-12-05,10:00:00,Stokes
56.9,82.2,18.77012284,54.61814298,2015-12-06,10:00:00,Stokes
56.8,81.2,18.75410086,54.68223087,2015-12-07,10:00:00,Stokes
56.8,80.9,18.75410086,54.73716335,2015-12-08,10:00:00,Stokes
57,81.9,18.75410086,54.76615549,2015-12-09,10:00:00,Stokes
57.1,82.8,18.74074922,54.79819944,2015-12-10,10:00:00,Stokes
56.9,82,18.75410086,54.88822766,2015-12-11,10:00:00,Stokes
56.8,81,18.78347448,54.92484932,2015-12-12,10:00:00,Stokes
56.5,80,18.74074922,54.92027161,2015-12-13,10:00:00,Stokes
56.2,78.6,18.77012284,55.00877394,2015-12-14,10:00:00,Stokes
56.3,78.5,18.75410086,55.0499733,2015-12-15,10:00:00,Stokes
56.2,78,18.72739757,55.1232166,2015-12-16,10:00:00,Stokes
56.4,79,18.72739757,55.16746777,2015-12-17,10:00:00,Stokes
56.5,79.1,18.71404593,55.27428092,2015-12-18,10:00:00,Stokes
56.7,79.4,18.74074922,55.34294652,2015-12-19,10:00:00,Stokes
56.6,79.2,18.72739757,55.41924163,2015-12-20,10:00:00,Stokes
56.8,80.1,18.72739757,55.53521019,2015-12-21,10:00:00,Stokes
56.9,81.3,18.72739757,55.58098726,2015-12-22,10:00:00,Stokes
56.8,81,18.71404593,55.65423056,2015-12-23,10:00:00,Stokes
56.8,80.4,18.72739757,55.69085222,2015-12-24,10:00:00,Stokes
56.6,80.5,18.72739757,55.819028,2015-12-25,10:00:00,Stokes
56.7,79.9,18.71404593,55.85107195,2015-12-26,10:00:00,Stokes
56.5,78.9,18.69802396,55.94567788,2015-12-27,10:00:00,Stokes
56.5,79.4,18.69802396,55.959411,2015-12-28,10:00:00,Stokes
56.8,79.8,18.71404593,56.02349889,2015-12-29,10:00:00,Stokes
57,78.7,18.74074922,56.11505303,2015-12-30,10:00:00,Stokes
57.4,79.2,18.71404593,56.14404517,2015-12-31,10:00:00,Stokes
57.6,79.8,18.68467231,56.18371862,2016-01-01,10:00:00,Stokes
57.8,81,18.67132067,56.2355993,2016-01-02,10:00:00,Stokes
57.9,81.7,18.71404593,56.22034028,2016-01-03,10:00:00,Stokes
57.5,81.7,18.69802396,56.28442817,2016-01-04,10:00:00,Stokes
57.3,81.4,18.69802396,56.27222095,2016-01-05,10:00:00,Stokes
57.5,82.3,18.71404593,56.27527276,2016-01-06,10:00:00,Stokes
57.4,82.1,18.69802396,56.29358358,2016-01-07,10:00:00,Stokes
57.3,81.3,18.68467231,56.31647211,2016-01-08,10:00:00,Stokes
57.3,80.8,18.71404593,56.34088655,2016-01-09,10:00:00,Stokes
57.5,80.7,18.68467231,56.34546426,2016-01-10,10:00:00,Stokes
57.5,81.5,18.67132067,56.35767147,2016-01-11,10:00:00,Stokes
57.2,81.1,18.69802396,56.39429313,2016-01-12,10:00:00,Stokes
57.3,81.1,18.68467231,56.42328527,2016-01-13,10:00:00,Stokes
57,80.7,18.68467231,56.4461738,2016-01-14,10:00:00,Stokes
56.7,80.1,18.67132067,56.4446479,2016-01-15,10:00:00,Stokes
